kind	num	page	english	raw_rom	telugu	scripts	flags
sentence	199	36	I'm worried	Nenu chintistunnanu	నేనుచింతిస్తున్నాను	telugu	
sentence	200	36	I feel good	Nenu bagunnanu	నేనుబాగున్నాను	telugu	
sentence	201	37	I trust you	Mi meeda nammakam undi	మీ మీదనాకునమ్మకంఉంది	telugu	
sentence	202	37	Go to sleep	Niddurapondi	నిద్దురపోండి	telugu	
sentence	203	37	I'm leaving	Nenu bayaluderuthunna	నేనుబయలుదేరుతున్నాను	telugu	
sentence	204	37	Did you go ?	Miru vellara ?	మీరువెళ్ళారా?	telugu	
sentence	205	37	Yes , I went	Avunu nenu vellanu	అవునునేనువెళ్ళాను	telugu	
sentence	206	37	It is sweet	Idi tiyyaga undi	ఇది తియ్యగా ఉంది	telugu	
sentence	207	37	It is salty	Idi uppuga undi	ఇది ఉప్పుగా ఉంది	telugu	
sentence	208	37	Okay Doctor	Sare doctor	సరే డాక్టర్	telugu	
sentence	209	37	Nenu ammayini				no-romanization no-script
sentence	210	37	Kannu kottoddu				no-romanization no-script
sentence	211	37	Start a job	Udyogam prarambinchand	ఉద్యోగంప్రారంభించండి	telugu	
sentence	212	37	Let them go	Vallani vellanivvandi	వాళ్ళని వెళ్లనివ్వండి	telugu	
sentence	213	37	Smile a lot	Chala navvandi	చాలా నవ్వండి	telugu	
sentence	214	38	Wait for me	Na kosam agandi	నా కోసంఆగండి	telugu	
sentence	215	38	Don't do it	Dinni cheyakandi	దీన్నిచేయకండి	telugu	
sentence	216	38	Be generous	Udaranga undandi	ఉదారంగా ఉండండి	telugu	
sentence	217	38	I say , stop	Nenu chebuthunna apandi	నేనుచెబుతున్నఆపండి	telugu	
sentence	218	38	I didn't go	Nenu vellaledu	నేనువెళ్ళలేదు	telugu	
sentence	219	38	Let it rain	Vana padani	వానపడనీ	telugu	
sentence	220	38	Is that me ?	Adi nenena ?	ಅದಿ ನೆನನ್?	kannada	kannada-script
sentence	221	38	Be cautious	Jagrathaga undandi	జాగ్రత్తగాఉండండి	telugu	
sentence	222	38	I am leaving	Nenu bayaluderuthunnanu	నేనుబయలుదేరుతున్నాను	telugu	
sentence	223	38	I am thirsty	Naku daham vesthondi	నాకుదాహంవేస్తోంది	telugu	
sentence	224	38	I am opening	Nenu therustunnanu	నేనుతెరుస్తున్నాను	telugu	
sentence	225	38	Has he come ?	Ayana vachara ?	అయనవచ్చారా?	telugu	
sentence	226	38	Go upstairs !	Paiki vellandi	పైకి వెళ్ళండి	telugu	
sentence	227	38	Neither am I	Nenu kuda kadu	నేనుకూడా కాదు	telugu	
sentence	228	39	Did you try ?	Miru prayathninchara ?	మీరుప్రయత్నించారా?	telugu	
sentence	229	39	Do you have ?	Mi deggara unda ?	మీ దెగ్గరఉందా?	telugu	
sentence	230	39	Who will go ?	Evaru veltaru ?	ఎవరువెళ్తారు?	telugu	
sentence	231	39	Who does it ?	Evaru chestaru ?	ఎవరుచేస్తారు?	telugu	
sentence	232	39	Was he sent ?	Ayana pampabaddara ?	అయనపంపబడ్డారా?	telugu	
sentence	233	39	Is he loved ?	Ayana preminchabaddara ?	అయనప్రేమించబడ్డారా?	telugu	
sentence	234	39	I will do it	Nenu chestanu	నేనుచేస్తాను	telugu	
sentence	235	39	I must do it		నేనుతప్పకచేయాలి	telugu	no-romanization
sentence	236	39	See you then	Marala kaluddam	మరలా కలుద్దాం	telugu	
sentence	237	39	I am writing	Nenu rasthunnanu	నేనురాస్తున్నాను	telugu	
sentence	238	39	Take my bike	Na bike tesukondi	నా బైక్ తీసుకోండి	telugu	
sentence	239	39	Why so late ?	Enduku antha alasyam?	ఎందుకుఅంతఆలస్యం?	telugu	
sentence	240	39	Nothing else	Inkemi ledu	ఇంకేమి లేదు	telugu	
sentence	241	40	Do something	Edo okati cheyandi	ఎదో ఒకటి చేయండి	telugu	
sentence	242	40	Just imagine	Kevalam oohinchukondi	కేవలంఊహించుకోండి	telugu	
sentence	243	40	What's next ?	Taruvata enti ?	తరవాతఏంటి ?	telugu	
sentence	244	40	Don't delay !	Alasyam cheyakandi	ఆలస్యంచేయకండి	telugu	
sentence	245	40	I'm studying	Nenu chaduvukuntunnanu	నేనుచదువుకుంటున్నాను	telugu	
sentence	246	40	In minutes	Ayidu nimishallo	అయిదునిమిషాల్లో	telugu	
sentence	247	40	I won't play	Nenu adanu	నేనుఆడను	telugu	
sentence	248	40	I brought it	Nenu techanu	నేనుతెచ్చాను	telugu	
sentence	249	40	You don't go	Miru vellaru	మీరువెళ్లరు	telugu	
sentence	250	40	You are boys	Miru abbayile	మీరుఅబ్బాయిలే	telugu	
sentence	251	40	We are girls	Memu ammayilu	మేముఅమ్మాయిలు	telugu	
sentence	252	40	Let him come	Ayanani ranivvandi	ఆయనని రానివ్వండి	telugu	
sentence	253	40	Open the lid	Mootha teravandi	మూతతెరవండి	telugu	
sentence	254	40	No , It's not	Kadu , adi kane kadu	కాదు, అది కానేకాదు	telugu	
sentence	255	41	Stop talking	Matladatam apu	మాట్లాడటంఆపండి	telugu	
sentence	256	41	I am cooking	Nenu vanduthunnanu	నేనువండుతున్నాను	telugu	
sentence	257	41	Stop playing	Adatam maneyandi	ఆడటంమానేయండి	telugu	
sentence	258	41	Drive Slowly	Nemmadiga nadapandi	నెమ్మదిగా నడపండి	telugu	
sentence	259	41	Where is it ?	Adi ekkada undi ?	అది ఎక్కడఉంది ?	telugu	
sentence	260	41	What is this ?	Idi emiti ?	ఇది ఏమిటి?	telugu	
sentence	261	41	Don't forget	Marchipokandi	మర్చిపోకండి	telugu	
sentence	262	41	Don't go now		ఇప్పుడువెళ్ళకండి	telugu	no-romanization
sentence	263	41	I had coffee	Nenu coffee taganu	నేనుకాఫీ తాగాను	telugu	
sentence	264	41	He called me	Athanu nannu pilicharu	అతనునన్నుపిలిచారు.	telugu	
sentence	265	41	I need a pen	Naku kalam kavali	నాకుకలంకావాలి	telugu	
sentence	266	41	Is he there ?	Ayana akkada unnara ?	అయనఅక్కడఉన్నారా?	telugu	
sentence	267	41	I have a son	Naku oka kumarudu unnadu	నాకుఒకకుమారుడుఉన్నాడు	telugu	
sentence	268	42	Are you sad ?	Miru badhalo unnara ?	మీరుబాధలో ఉన్నారా?	telugu	
sentence	269	42	I am running	Nenu parigeduthunnanu	నేనుపరిగెడుతున్నాను	telugu	
sentence	270	42	Stop staring	Chudatam apandi	చూడటంఆపండి	telugu	
sentence	271	42	It is boring	Adi visugga undi	అది విసుగ్గాఉంది	telugu	
sentence	272	42	It is cloudy	Mabbulu kammukoni undi	మబ్బులుకమ్ముకునిఉంది	telugu	
sentence	273	42	That's right	Adi sarainadi	అది సరైనది	telugu	
sentence	274	42	I don't care	Nenu pattinchukoni	నేనుపట్టించుకోను	telugu	
sentence	275	42	I don't mind	Nenu pattinchukovadam ledu	నేనుపట్టించుకోవడంలేదు	telugu	
sentence	276	42	I'm not sure	Naku kachithanga teliyadu	నాకుఖచ్చితంగా తెలియదు	telugu	
sentence	277	42	Here you are	Ikkada unnaru miru	ఇక్కడఉన్నారు మీరు	telugu	
sentence	278	42	Is ready ?	Idi siddanga unda ?	ఇది సిద్ధంగా ఉందా?	telugu	
sentence	279	42	Wash the car	Karu kadagandi	కారుకడగండి	telugu	
sentence	280	42	Yes , I begin	Avunu nenu prarambisthanu	అవునునేనుప్రారంభిస్తాను	telugu	
sentence	281	42	Let me check	Nannu chudanivvandi	నన్నుచుడనివ్వండి	telugu	
sentence	282	43	is it clean ?	Idi shubranga unda ?	ఇది శుభ్రంగాఉందా?	telugu	
sentence	283	43	I understood	Ardamaindi	అర్థమైంది	telugu	
sentence	284	43	I play hrs	Nenu rendu gantalu aduthanu	నేనురెండుగంటలుఆడుతాను	telugu	
sentence	285	43	Nothing much	Peddaga emi ledu	పెద్దగా ఏమీ లేదు	telugu	
sentence	286	43	I tie my tie	Nenu na tie kattanu	నేనునా టై కట్టాను	telugu	
sentence	287	43	That will do	Adi saripotundi	అది సరిపోతుంది	telugu	
sentence	288	43	Speak slowly	Nemmadiga matladandi	నెమ్మదిగా మాట్లాడండి	telugu	
sentence	289	43	Go and sleep	A Velli nidrapondi	వెళ్లినిద్రపోండి	telugu	
sentence	290	43	It's raining	Varsham paduthundi It's Morning Idi suryodayamu	వర్షంపడుతుంది ఇది సూర్యోదయము	telugu	
sentence	292	43	Come with me	Natho randi	నాతో రండి	telugu	
sentence	293	43	You are good	Miru manchi varu	మీరుమంచి వారు	telugu	
sentence	294	43	He had a pen	Ayana vadda oka kalam undi	అయనవద్దఒకకలంఉంది	telugu	
sentence	295	44	We are yours	Memu mikee	మేముమీకే	telugu	
sentence	296	44	Don't be shy	Siggupadakandi	సిగ్గుపడకండి	telugu	
sentence	297	44	I didn't say	Nenu cheppaledu	నేనుచెప్పలేదు	telugu	
sentence	298	44	It's my will	Idi na sankalpam	ఇది నా సంకల్పం	telugu	
sentence	299	44	I will study	Nenu chaduvuthanu	నేనుచదువుతాను	telugu	
sentence	300	44	This is too much	Idi chala ekkuva	ఇది చాలా ఎక్కువ	telugu	
sentence	301	44	Listen to me	Na mata vinandi	నా మాటవినండి	telugu	
sentence	302	44	I am smiling	Nenu navvuthunnanu	నేనునవ్వుతున్నాను	telugu	
sentence	303	44	Let me speak	Nannu matladanivvandi	నన్నుమాట్లాడనివ్వండి	telugu	
sentence	304	44	He is my cat	Athanu na pilli	అతనునా పిల్లి	telugu	
sentence	305	44	He is asleep	Ayana nidrapothunnaru	అయననిద్రపోతున్నారు	telugu	
sentence	306	44	Shall we go ?	Manam veldama	మనంవెళ్లామా	telugu	
sentence	307	44	I took hrs	Nenu rendu gantalu teesukunnanu	నేనురెండ్గంటలుతీసుకున్నాను	telugu	
sentence	308	45	I have a car	Naku karu undi	నాకుకారుఉంది	telugu	
sentence	309	45	I have to go	Nenu vellali	నేనువెళ్ళాలి	telugu	
sentence	310	45	Not to worry	Chinthinchakandi	చింతించకండి	telugu	
sentence	311	45	He has fever	Ayanaki jvaram undi	ఆయనకి జ్వరంఉంది	telugu	
sentence	312	45	He is unwell	Ayana anarogyam tho unnaru	అయనఅనారోగ్యంతో ఉన్నారు	telugu	
sentence	313	45	I was scared	Nenu bhyapaddanu	నేనుభయపడ్డాను	telugu	
sentence	314	45	I am doing it	Nenu chestunnanu	నేనుచేస్తున్నాను	telugu	
sentence	315	45	Yes , I am sad	Avunu nenu vicharanga unnanu	అవునునేనువిచారంగా ఉన్నాను	telugu	
sentence	316	45	I have a cold	Naku jalubu chesindi	నాకుజలుబుచేసింది	telugu	
sentence	317	45	I don't open	Nenu teravanu	నేనుతెరవను	telugu	
sentence	318	45	I didn't open	Nenu teravaledu	నేనుతెరవలేదు	telugu	
sentence	319	45	He is opening	Ayana terustunnaru	అయనతెరుస్తున్నారు	telugu	
sentence	320	45	Good morning !	Shubhodayam	శుభోదయం	telugu	
sentence	321	45	Good evening !	Shubha sayanthram	శుభసాయంత్రం	telugu	
sentence	322	46	That's right !	Adi sarainadi	అది సరైనది	telugu	
sentence	323	46	Neither can I	Nenuu cheyalenu	నేనుచేయలేను	telugu	
sentence	324	46	Who are you ??	Miru evaru ?	మీరుఎవరు?	telugu	
sentence	325	46	Will it rain ?	Varsham paduthunda ?	వర్షంపడుతుందా?	telugu	
sentence	326	46	Can I not go ?	Nenu vellakunda undocha ?	నేనువెళ్లకుండా ఉండొచ్చా?	telugu	
sentence	327	46	Who hurt you ?	Evaru mimmalni badincharu ?	ఎవరుమిమ్మల్ని బాధించారు?	telugu	
sentence	328	46	Can you swim ?				no-romanization no-script
sentence	329	46					no-english no-romanization no-script
sentence	330	46					no-english no-romanization no-script
sentence	331	46	Don't hurt me	Nannu bhadinchakandi	నన్నుభాదించకండి	telugu	
sentence	332	46	I can give it	Nenu ivvagalanu	నేనుఇవ్వగలను	telugu	
sentence	333	46	Come let's go	Randi veldam	రండి వెళ్లాం	telugu	
sentence	334	46	I was writing	Nenu vrasthunnanu	నేనువ్రాస్తున్నాను	telugu	
sentence	335	47	He had a shop	Ayanaki oka dhukanam undi	ఆయనకి ఒకదుకాణంఉంది	telugu	
sentence	336	47	It's not good	Idi manchidi kadu	ఇది మంచిది కాదు	telugu	
sentence	337	47	Ring the bell	Bell moginchandi	బెల్ మోగించండి	telugu	
sentence	338	47	Bring it soon	Tondaraga teesukurandi	తొందరగా తీసుకురండి	telugu	
sentence	339	47	But I like it	Kani naku adi nachindi	కానీ నాకుఅది నచ్చింది	telugu	
sentence	340	47	Lock the door	Talupuki talam veyandi	తలుపుకితాళంవేయండి	telugu	
sentence	341	47	You tell once	Miru okkasari cheppani	మీరుఒకసారి చెప్పండి	telugu	
sentence	342	47	It's not nice	Idi manchidi kadu	ఇది మంచిది కాదు	telugu	
sentence	343	47	I don't drink	Nenu taganu	నేనుతాగను	telugu	
sentence	344	47	They are fine	Avi bagunnayi	అవి బాగున్నాయి	telugu	
sentence	345	47	Where are we ?	Manam ekkada unnamu ?	మనంఎక్కడఉన్నాము?	telugu	
sentence	346	47	Where is she ?	Avida ekkada unnaru ?	ఆవిడా ఎక్కడఉన్నారు?	telugu	
sentence	347	47	I need a taxi	Naku taxi kavali	నాకుటాక్సీ కావాలి	telugu	
sentence	348	47	I am new here	Nenu ikkada kothaga vachanu	నేనుఇక్కడకొత్తగా వచ్చాను	telugu	
sentence	349	48	Read the book	Pusthakam chadavandi	పుస్తకంచదవండి	telugu	
sentence	350	48	Close the lid	Mutha moosiveyandi	మూతమూసివేయండి	telugu	
sentence	351	48	Stop doing it	Cheyadam apandi	చేయడంఆపండి	telugu	
sentence	352	48	Stop dreaming	Kalalu kanadam apandi	కలలుకనడంఆపండి	telugu	
sentence	353	48	Show yourself	Mirento nirupinchukondi	మీరేంటో నిరూపించుకోండి	telugu	
sentence	354	48	Keep it ready	Sidanga unchandi	సిద్ధంగాఉంచండి	telugu	
sentence	355	48	Keep it going	Konasaginchandi	కొనసాగించండి	telugu	
sentence	356	48	Is Suresh in ?	Suresh lopala unnara ?	సురేష్ లోపలఉన్నారా?	telugu	
sentence	357	48	Don't fool me	Nannu mosam cheyakandi	నన్నుమోసంచేయకండి	telugu	
sentence	358	48	I don't know	Naku teliyadu	నాకుతెలియదు	telugu	
sentence	359	48	Kindly see it	Dayatho chudandi	దయతో చూడండి	telugu	
sentence	360	48	You are wrong	Miru tappu	మీరుతప్పు	telugu	
sentence	361	48	What do I do ?	Nenu emi cheyyali	నేనుఏమి చెయ్యాలి?	telugu	
sentence	362	49	Repeat please	Dayachesi malli cheppandi	దయచేసి మళ్ళీ చెప్పండి	telugu	
sentence	363	49	Wait a minute	Oka nimisham agandi	ఒకనిమిషంఆగండి	telugu	
sentence	364	49	I go with him	Nenu ayanatho veltanu	నేనుఆయనతో వెళ్తాను	telugu	
sentence	365	49	It is raining	Varsham paduthondi	వర్షంపడుతోంది	telugu	
sentence	366	49	Give rupees	Aru rupayalu ivvandi	ఆరురూపాయలుఇవ్వండి	telugu	
sentence	367	49	I need a room	Naku oka gadhi kavali	నాకుఒకగది కావాలి	telugu	
sentence	368	49	In which way ?	Ye vidhanga ?	ఏవిధంగా?	telugu	
sentence	369	49	It's my fault	Adi na porapatu			no-script
sentence	370	49					no-english no-romanization no-script
sentence	371	49	I give my pen	Nenu na kalam isthanu	నేనునా కలంఇస్తాను	telugu	
sentence	372	49	I prefer milk	Nenu palanu istapadathanu	నేనుపాలనుఇష్టపడతాను	telugu	
sentence	373	49	Try to say it	Cheppadaniki prayathninchandi	చెప్పడానికి ప్రయత్నించండి	telugu	
sentence	374	49	What's wrong ?	Tappu enti ?	తప్పుఏంటి?	telugu	
sentence	375	49	It is snowing	Manchu paduthunnadi	మంచుపడుతున్నది	telugu	
sentence	376	50	Shall I wait ?	Nenu vechi undala ?	నేనువేచి ఉండాలా?	telugu	
sentence	377	50	Mop the floor	Nela tudachandi	నేలతుదచండి	telugu	
sentence	378	50	Wash the bike	Bike tudachandi	బైక్తుదచండి	telugu	
sentence	379	50	I need a bath	Nenu snanam cheyali	నేనుస్నానంచేయాలి	telugu	
sentence	380	50	What's in it ?	Indulo emundi ?	ఇందులో ఏముంది ?	telugu	
sentence	381	50	Do you begin ?	Miru prarambisthara ?	మీరుప్రారంభిస్తారా?	telugu	
sentence	382	50	This is cheap	Idi chaukaga untundi	ఇది చౌకగా ఉంటుంది	telugu	
sentence	383	50	Do what I say	Nenu cheppedi cheyandi	నేనుచెప్పేదిచేయండి	telugu	
sentence	384	50	Let him relax	Ayanni vishrathi teeskonivvandi	ఆయన్ని విశ్రాంతి తీసుకోనివ్వండి	telugu	
sentence	385	50	I play soccer	Nenu soccer adathanu	నేనుసాకర్ ఆడుతాను	telugu	
sentence	386	50	Do you smoke ?	Miru poga traguthara ?	మీరుపొగత్రాగుతారా?	telugu	
sentence	387	50	I want to eat	Naku thinalani undi	నాకుతినాలని ఉంది	telugu	
sentence	388	50	Speak quickly	Tvaraga matladandi	త్వరగా మాట్లాడండి	telugu	
sentence	389	51	Learn driving	Driving nerchukondi	డ్రైవింగ్ నేర్చుకోండి	telugu	
sentence	390	51	That is a boy	Adi abbayi	అది అబ్బాయి	telugu	
sentence	391	51	He was asleep	Ayana nidrapoyaru	అయననిద్రపోయారు	telugu	
sentence	392	51	She was tired	Avida alasipoyaru	ఆవిడఅలసిపోయారు	telugu	
sentence	393	51	Ram is asleep	Ram nidrapoyaru	రామ్ నిద్రపోయారు	telugu	
sentence	394	51	Help the poor	Pedavariki sahayam cheyandi	పేదవారికి సహాయంచేయండి	telugu	
sentence	395	51	Comb the hair	Juttu duvvukondi	జుట్టుదువ్వుకోండి	telugu	
sentence	396	51	Get well soon		తొందరగా కోలుకోండి	telugu	no-romanization
sentence	397	51	Love yourself	Ninnu nuvvu preminchu	నిన్నునువ్వుప్రేమించు	telugu	
sentence	398	51	Have patience	Opika kaligi undandi	ఓపికకలిగిఉండండి	telugu	
sentence	399	51	You amazed	Miru nannu ascharyaparicharu	మీరునన్నుఆశ్చర్యపరిచారు	telugu	
sentence	400	51	You are lying	Miru abadham chepthunnaru	మీరుఅబధంచెప్తున్నారు	telugu	
sentence	401	52	You let us go	Miru mammalni vellanivvandi	మీరుమమ్మల్ని వెళ్లనివ్వండి	telugu	
sentence	402	52	I have my car	Na deggara karu undi	నా దగ్గరకారుఉంది	telugu	
sentence	403	52	He forgave me	Ayana nannu kshamincharu	అయననన్నుక్షమించారు	telugu	
sentence	404	52	You look good	Miru chala baga unnaru	మీరుచాలా బాగా ఉన్నారు	telugu	
sentence	405	52	Sumit is here	Sumit ikkada unnaru	సుమిత్ ఇక్కడఉన్నారు	telugu	
sentence	406	52	See you again	Malli kaluddam	మళ్ళీ కలుద్దాం	telugu	
sentence	407	52	I am teaching	Nenu bodhistunnanu	నేనుబోధిస్తున్నాను	telugu	
sentence	408	52	I am laughing		నేనునవ్వుతున్నాను	telugu	no-romanization
sentence	409	52	He is weeping	Ayana edusthunnaru	అయనఏడుస్తున్నారు	telugu	
sentence	410	52	I am learning	Nenu nerchukuntunnanu	నేనునేర్చుకుంటున్నాను	telugu	
sentence	411	52	I sell apples	Nenu yapil pandlu ammuthanu	నేనుయాపిల్ పండ్లుఅమ్ముతాను	telugu	
sentence	412	52	Are you okay ?	Miru bagunnara ?	మీరుబాగున్నారా?	telugu	
sentence	413	52	Here is a pen	Ikkada oka kalam undi	ఇక్కడఒకకలంఉంది	telugu	
sentence	414	53	It is a chair	Adi oka kurchi	అది ఒకకుర్చీ	telugu	
sentence	415	53	I am studying	Nenu chaduvukuntunnanu	నేనుచదువుకుంటున్నాను	telugu	
sentence	416	53	Shall we eat ?	Manam thindama ?	మనంతిందామా?	telugu	
sentence	417	53	Go right away	Ventane vellandi	వెంటనే వెళ్ళండి	telugu	
sentence	418	53	Speak quietly	Nishabdanga matladandi	నిశ్శబ్దంగా మాట్లాడండి	telugu	
sentence	419	53	It costs Rs	Dini dhara ayidu rupayalu	దీని ధరఅయిదురూపాయలు	telugu	
sentence	420	53	I don't agree	Nenu angeekarinchanu	నేనుఅంగీకరించను	telugu	
sentence	421	53	I spend a lot		నేనుచాలా ఖర్చుచేస్తాను	telugu	no-romanization
sentence	422	53	Happy New Year	Nuthana samvathsara shubhakankshalu	నూతనసంవత్సరశుభాకాంక్షలు	telugu	
sentence	423	53	Please come in	Dayachesi lopaliki randi	దయచేసి లోపలికి రండి	telugu	
sentence	424	53	I have a cough	Naku dagguga undi	నాకుదగ్గుగాఉంది	telugu	
sentence	425	53	He didn't open	Ayana teravaledu	అయనతెరవలేదు	telugu	
sentence	426	53	Go downstairs !	Krindaki vellandi	క్రిందకి వెళ్ళండి	telugu	
sentence	427	53	Never do that !	Eppudu ala cheyakandi	ఎప్పుడుఅలా చేయకండి	telugu	
sentence	428	54	May I come in ?	Nenu lopaliki ravacha ?	నేనులోపలికి రావచ్చా?	telugu	
sentence	429	54	Comb your hair	Thala duvvukondi	తలదువ్వుకోండి	telugu	
sentence	430	54	Who has money ?	Evari deggara dabbu undi ?	ఎవరి దెగ్గరడబ్బుఉంది?	telugu	
sentence	431	54	Whose is this ?	Idi evaridi	ఇది ఎవరిది?	telugu	
sentence	432	54	You know what	Niku telusa	నీకుతెలుసా	telugu	
sentence	433	54	I ate a little				no-romanization no-script
sentence	434	54					no-english no-romanization no-script
sentence	435	54					no-english no-romanization no-script
sentence	438	54			నేనుచేయాల్సి వచ్చింది	telugu	no-english no-romanization
sentence	439	54	Go to the left	Edama vaipu vellandi	ఎడమవైపువెళ్ళండి	telugu	
sentence	440	54	No , it is mine	Ledu , adi naade	లేదు, అది నాదే	telugu	
sentence	441	55	Ready to begin	Prarambinchadaniki siddanga undi	ప్రారంభించడానికి సిద్ధంగాఉంది	telugu	
sentence	442	55	Go to the shop	Dukananiki vellandi	దుకాణానికి వెళ్ళండి	telugu	
sentence	443	55	Don't blame me	Nannu nindinchavaddu	నన్నునిందించవద్దు	telugu	
sentence	444	55	She is singing	Avida paduthunnaru	ఆవిడపడుతున్నారు	telugu	
sentence	445	55	I shall not go	Nenu vellanu	నేనువెళ్ళను	telugu	
sentence	446	55	Now I can talk	Ippudu nenu matladagalanu	ఇప్పుడునేనుమాట్లాడగలను	telugu	
sentence	447	55	He is not well		Ayana ఆయనబాగా baga leru లేరు	telugu	no-romanization
sentence	448	55	Bring my shirt	Na chokka teesukurandi	నా చొక్కా తీసుకురండి	telugu	
sentence	449	55	I know Tamil				no-romanization no-script
sentence	450	55					no-english no-romanization no-script
sentence	451	55					no-english no-romanization no-script
sentence	452	55	Is coffee hot ?	Coffee vediga unda ?	కాఫీ వేడిగాఉందా ?	telugu	
sentence	453	55	It's very good	Idi chala bagundi	ఇది చాలా బాగుంది	telugu	
sentence	454	55	Do this slowly	Dinni nemmadiga cheyandi	దీన్ని నెమ్మదిగా చేయండి	telugu	
sentence	455	56	I can hear you	Nenu mimmalni vinagaluguthunnanu	నేనుమిమ్మల్ని వినగలుగుతున్నాను	telugu	
sentence	456	56	Think about it	Dani gurinchi alochinchandi	దాని గురించి ఆలోచించండి	telugu	
sentence	457	56	Enjoy yourself	Santhoshanga undandi	సంతోషంగా ఉండండి	telugu	
sentence	458	56	I have no idea	Naku avagahana ledu	నాకుఅవగాహనలేదు	telugu	
sentence	459	56	It's up to you	Meke vadilesthunnam	మీకే వదిలేస్తున్నాం	telugu	
sentence	460	56	I came walking	Nenu nadusthu vachanu	నేనునడుస్తూవచ్చాను	telugu	
sentence	461	56	Are you sick ?	Miku ontlo baleda ?	మీకుఒంట్లో బాలేదా?	telugu	
sentence	462	56	Give it to him	A Ayanaki avvandi			no-script
sentence	463	56	Do it properly	Sarigga cheyandi	సరిగ్గాచేయండి	telugu	
sentence	464	56	Do it together	Kalisi cheyandi	కలిసి చేయండి	telugu	
sentence	465	56	Read it for me	Na kosam chadavandi	నా కోసంచదవండి	telugu	
sentence	466	56	Start doing it	Cheydam prarambinchandi	చేయడంప్రారంభించండి	telugu	
sentence	467	56	It's delicious	Adi ruchikaramainadi	అది రుచికరమైనది	telugu	
sentence	468	57	Just like that	Urike	ఊరికే	telugu	
sentence	469	57	How did it go ?	Ela jarigindi ?	ఎలా జరిగింది ?	telugu	
sentence	470	57	How big is it ?	Adi enta peddadi ?	అదిఎంతపెద్దది?	telugu	
sentence	471	57	It can't be so	Adi ala kadu	అది అలా కాదు	telugu	
sentence	472	57	It was my duty	Adi na karthavyam	అది నా కర్తవ్యం	telugu	
sentence	473	57	Be good to all	Andaritho manchiga undandi	అందరితో మంచిగా ఉండండి	telugu	
sentence	474	57	He needs money	Ayanaki dabbu kavali	ఆయనకి డబ్బుకావాలి	telugu	
sentence	475	57	I'll come back	Nenu malli vasthanu	నేనుమల్లి వస్తాను	telugu	
sentence	476	57	This is my bag	Idi na bag	ఇది నా బ్యాగ్	telugu	
sentence	477	57	How is he now ?	Ayana ippudu ela unnaru ?	ఆయనఇప్పుడుఎలా ఉన్నారు?	telugu	
sentence	478	57	It's cold here	Ikkada challaga undi	ఇక్కడచల్లగాఉంది	telugu	
sentence	479	57	I was doing it	Nenu chestunnanu	నేనుచేస్తున్నాను	telugu	
sentence	480	57	Allow me to do	Nannu cheyadaniki anumathinchandi	నన్నుచేయడానికి అనుమతించండి	telugu	
sentence	481	57	Are they happy ?	Varu santhoshama ?	వారుసంతోషమా?	telugu	
sentence	482	58	Give me a hand	Naku cheyi andinchandi	నాకుచేయి అందించండి	telugu	
sentence	483	58	It will happen	Adi jaruguthundi	అది జరుగుతుంది	telugu	
sentence	484	58	He will not do		Ayana ఆయనదానినిచేయరు danini cheyaru	telugu	no-romanization
sentence	485	58	Yes , Of course	Avunu	అవును	telugu	
sentence	486	58	That is my car	Adi na karu	అది నా కారు	telugu	
sentence	487	58	Are they fine ?	Varu bagunnara ?	వారుబాగున్నారా?	telugu	
sentence	488	58	Are they bold ?	Varu dhairyanga unnara ?	వారుధైర్యంగా ఉన్నారా?	telugu	
sentence	489	58	Are they kind ?				no-romanization no-script
sentence	490	58	Are they here ?	Varu ikkada unnara ?	వారుఇక్కడఉన్నారా?	telugu	
sentence	491	58	I write a poem	Nenu oka padyam rasanu	నేనుఒకపద్యంవ్రాస్తాను	telugu	
sentence	492	58	I import dates	Nenu kharjuralanu digumathi chestanu	నేనుఖర్జురాలనుదిగుమతి చేస్తాను	telugu	
sentence	493	58	We are running	Memu parigeduthunnamu	మేముపరిగెడుతున్నాము	telugu	
sentence	494	58	This is my pen	Idi na kalam	ఇది నా కలం	telugu	
sentence	495	59	Yes , I like it	Avunu nakadistam	అవునునాకది ఇష్టం	telugu	
sentence	496	59	It is very hot IRCHAND	Idi chala vediga untundi	ఇది చాలా వేడిగాఉంటుంది	telugu	
sentence	497	59	I'm not afraid	Nenu bhayapadutaledu	నేనుభయపడుటలేదు	telugu	
sentence	498	59	He's very lazy	Athanu chala somari	అతనుచాలా సోమరి	telugu	
sentence	499	59	Don't be angry	Kopaginchakandi	కోపగించకండి	telugu	
sentence	500	59	I am a teacher	Nenoka upadhyayudini Collection V	నేనొకఉపాధ్యాయుడిని	telugu	
sentence	501	59	He took a book	Athanu oka pusthakam tesukunnaru	అతనుఒకపుస్తకంతీసుకున్నారు.	telugu	
sentence	502	59	Are they rich ?	Varu dhanavanthula ?	వారుధనవంతులా?	telugu	
sentence	503	59	This is a book	Idi oka pusthakam	ఇది ఒకపుస్తకం	telugu	
sentence	504	59	It's It ' very cold	Idi chala challaga undi	ఇది చాలా చల్లగాఉంది	telugu	
sentence	505	59	Use your brain	Mee medhadunu upayoginchandi	మీ మెదడునుఉపయోగించండి	telugu	
sentence	506	59	Serve the food	Aharanni vaddinchandi	ఆహారాన్ని వడ్డించండి	telugu	
